Mes;Região;Empresa;Manifestacao;Item;Quantidade
02/2017;RMVPLN;EMTU;Informação;Serviços;13
02/2017;RMC;EMTU;Informação;Serviços;9
02/2017;RMBS;EMTU;Informação;Serviços;8
02/2017;RMS;EMTU;Informação;Serviços;3
02/2017;RMBS;EMTU;Informação;Serviços (VLT);2
02/2017;RMSP;EMTU;Informação;Tarifa;41
02/2017;RMVPLN;EMTU;Informação;Tarifa;3
02/2017;RMBS;EMTU;Informação;Tarifa;1
02/2017;RMSP;EMTU;Informação;Vale-Transporte;7
02/2017;RMS;EMTU;Informação;Vale-Transporte;1
02/2017;RMC;EMTU;Informação;Vale-Transporte;1
02/2017;RMSP;EMTU;Reclamação;Atendimento;61
02/2017;RMBS;EMTU;Reclamação;Atendimento;6
02/2017;RMC;EMTU;Reclamação;Atendimento;2
02/2017;RMVPLN;EMTU;Reclamação;Atendimento;1
02/2017;RMSP;EMTU;Reclamação;Direção Perigosa;3
02/2017;RMSP;EMTU;Reclamação;Horário;2
02/2017;RMVPLN;EMTU;Reclamação;Horário;1
02/2017;RMC;EMTU;Reclamação;Horário;1
02/2017;RMSP;EMTU;Reclamação;Inobservância de Ponto;1
02/2017;RMSP;EMTU;Reclamação;Itinerário;2
02/2017;RMSP;EMTU;Reclamação;Mau Atendimento ao Idoso;1
02/2017;RMSP;EMTU;Reclamação;Passe Escolar;37
02/2017;RMBS;EMTU;Reclamação;Passe Escolar;8
02/2017;RMVPLN;EMTU;Reclamação;Passe Escolar;2
02/2017;RMS;EMTU;Reclamação;Passe Escolar;1
02/2017;RMC;EMTU;Reclamação;Passe Escolar;1
02/2017;RMSP;EMTU;Reclamação;Serviços;5
02/2017;RMC;EMTU;Reclamação;Serviços;1
02/2017;RMSP;EMTU;Reclamação;Superlotação;1
02/2017;RMC;EMTU;Reclamação;Superlotação;1
02/2017;RMSP;EMTU;Reclamação;Tarifa;2
02/2017;RMC;EMTU;Reclamação;Terminal;1
02/2017;RMSP;EMTU;Reclamação;Transporte Irregular;3
02/2017;RMVPLN;EMTU;Reclamação;Transporte Irregular;2
02/2017;RMSP;EMTU;Reclamação;Tripulação/Funcionário;9
02/2017;RMSP;EMTU;Reclamação;Veículo;2
02/2017;RMSP;EMTU;Sugestão;Horário;22
02/2017;RMVPLN;EMTU;Sugestão;Horário;6
02/2017;RMC;EMTU;Sugestão;Horário;4
02/2017;RMS;EMTU;Sugestão;Horário;3
02/2017;RMSP;EMTU;Sugestão;Integração;1
02/2017;RMSP;EMTU;Sugestão;Itinerário;25
02/2017;RMC;EMTU;Sugestão;Itinerário;3
02/2017;RMVPLN;EMTU;Sugestão;Itinerário;1
02/2017;RMSP;EMTU;Sugestão;Passe Escolar;1
02/2017;RMSP;EMTU;Sugestão;Serviços;2
02/2017;RMSP;EUSA;Elogio;Atendimento;1
02/2017;RMSP;EUSA;Reclamação;Direção Perigosa;1
02/2017;RMSP;EUSA;Reclamação;Horário;1
02/2017;RMSP;EUSA;Reclamação;Tripulação/Funcionário;4
02/2017;RMSP;EUSA;Reclamação;Veículo;2
02/2017;RMSP;EXPRESSO SBC;Reclamação;Horário;3
02/2017;RMSP;EXPRESSO SBC;Reclamação;Tripulação/Funcionário;2
02/2017;RMSP;fretamento (todas);Informação;Serviços;1
02/2017;RMC;fretamento (todas);Reclamação;Atendimento;1
02/2017;RMSP;fretamento (todas);Reclamação;Direção Perigosa;3
02/2017;RMS;fretamento (todas);Reclamação;Direção Perigosa;1
02/2017;RMC;fretamento (todas);Reclamação;Direção Perigosa;1
02/2017;RMVPLN;fretamento (todas);Reclamação;Direção Perigosa;1
02/2017;RMS;fretamento (todas);Reclamação;Serviços;1
02/2017;RMSP;fretamento (todas);Reclamação;Tripulação/Funcionário;2
02/2017;RMC;fretamento (todas);Reclamação;Tripulação/Funcionário;1
02/2017;RMSP;IMIGRANTES;Reclamação;Horário;2
02/2017;RMSP;IMIGRANTES;Reclamação;Inobservância de Ponto;5
02/2017;RMSP;IMIGRANTES;Reclamação;Veículo;3
02/2017;RMSP;INTERNORTE;Elogio;Atendimento;5
02/2017;RMSP;INTERNORTE;Informação;Itinerário;3
02/2017;RMSP;INTERNORTE;Informação;Serviços;15
02/2017;RMSP;INTERNORTE;Informação;Tarifa;1
02/2017;RMSP;INTERNORTE;Reclamação;Atendimento;1
02/2017;RMSP;INTERNORTE;Reclamação;Direção Perigosa;5
02/2017;RMSP;INTERNORTE;Reclamação;Horário;70
02/2017;RMSP;INTERNORTE;Reclamação;Inobservância de Ponto;32
02/2017;RMSP;INTERNORTE;Reclamação;Itinerário;5
02/2017;RMSP;INTERNORTE;Reclamação;Serviços;1
02/2017;RMSP;INTERNORTE;Reclamação;Superlotação;3
02/2017;RMSP;INTERNORTE;Reclamação;Terminal;1
02/2017;RMSP;INTERNORTE;Reclamação;Tripulação/Funcionário;29
02/2017;RMSP;INTERNORTE;Reclamação;Veículo;14
02/2017;RMSP;INTERNORTE;Sugestão;Tarifa;1
02/2017;RMSP;INTERNORTE;Sugestão;Tripulação/Funcionário;1
02/2017;RMSP;INTERNORTE;Sugestão;Veículo;1
02/2017;RMSP;INTERVIAS;Informação;Horário;1
02/2017;RMSP;INTERVIAS;Informação;Itinerário;2
02/2017;RMSP;INTERVIAS;Informação;Serviços;11
02/2017;RMSP;INTERVIAS;Reclamação;Atendimento;1
02/2017;RMSP;INTERVIAS;Reclamação;Direção Perigosa;9
02/2017;RMSP;INTERVIAS;Reclamação;Horário;49
02/2017;RMSP;INTERVIAS;Reclamação;Inobservância de Ponto;27
02/2017;RMSP;INTERVIAS;Reclamação;Itinerário;6
02/2017;RMSP;INTERVIAS;Reclamação;Superlotação;9
02/2017;RMSP;INTERVIAS;Reclamação;Tarifa;1
02/2017;RMSP;INTERVIAS;Reclamação;Tripulação/Funcionário;40
02/2017;RMSP;INTERVIAS;Reclamação;Veículo;7
02/2017;RMSP;INTERVIAS;Sugestão;Serviços;1
02/2017;RMVPLN;JACAREÍ;Reclamação;Horário;2
02/2017;RMVPLN;LITORANEA;Reclamação;Tarifa;1
02/2017;RMVPLN;LITORANEA;Sugestão;Serviços;1
02/2017;RMC;METROPOLIS;Informação;Serviços;1
02/2017;RMC;METROPOLIS;Reclamação;Horário;2
02/2017;RMC;METROPOLIS;Reclamação;Itinerário;1
02/2017;RMC;METROPOLIS;Reclamação;Tripulação/Funcionário;1
02/2017;RMSP;MOBIBRASIL TRANSPORTE;Informação;Serviços;2
02/2017;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Horário;9
02/2017;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Inobservância de Ponto;1
02/2017;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Superlotação;1
02/2017;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Tripulação/Funcionário;11
02/2017;RMC;OURO VERDE;Informação;Serviços;1
02/2017;RMC;OURO VERDE;Reclamação;Horário;7
02/2017;RMC;OURO VERDE;Reclamação;Veículo;2
02/2017;RMC;OURO VERDE;Sugestão;Horário;1
02/2017;RMSP;PARQUE DAS NAÇÕES;Informação;Serviços;1
02/2017;RMSP;PARQUE DAS NAÇÕES;Reclamação;Direção Perigosa;1
02/2017;RMSP;PARQUE DAS NAÇÕES;Reclamação;Horário;5
02/2017;RMSP;PARQUE DAS NAÇÕES;Reclamação;Inobservância de Ponto;1
02/2017;RMSP;PARQUE DAS NAÇÕES;Reclamação;Tripulação/Funcionário;4
02/2017;RMVPLN;PASSARO MARRON;Informação;Passe Idoso;1
02/2017;RMVPLN;PASSARO MARRON;Informação;Serviços;4
02/2017;RMVPLN;PASSARO MARRON;Reclamação;Inobservância de Ponto;1
02/2017;RMVPLN;PASSARO MARRON;Reclamação;Superlotação;1
02/2017;RMVPLN;PASSARO MARRON;Reclamação;Tarifa;1
02/2017;RMVPLN;PASSARO MARRON;Reclamação;Tripulação/Funcionário;1
02/2017;RMSP;PUBLIX;Reclamação;Direção Perigosa;1
02/2017;RMSP;PUBLIX;Reclamação;Horário;4
02/2017;RMSP;PUBLIX;Reclamação;Inobservância de Ponto;1
02/2017;RMSP;PUBLIX;Reclamação;Tripulação/Funcionário;3
02/2017;RMC;RÁPIDO LUXO CAMPINAS;Informação;Itinerário;1
02/2017;RMS;RÁPIDO LUXO CAMPINAS;Informação;Passe Escolar;1
02/2017;RMS;RÁPIDO LUXO CAMPINAS;Informação;Serviços;1
02/2017;RMC;RÁPIDO LUXO CAMPINAS;Informação;Serviços;1
02/2017;RMC;RÁPIDO LUXO CAMPINAS;Reclamação;Horário;6
02/2017;RMC;RÁPIDO LUXO CAMPINAS;Reclamação;Itinerário;1
02/2017;RMS;RÁPIDO LUXO CAMPINAS;Reclamação;Superlotação;1
02/2017;RMC;RÁPIDO LUXO CAMPINAS;Reclamação;Tripulação/Funcionário;2
02/2017;RMS;RÁPIDO LUXO CAMPINAS;Reclamação;Veículo;1
02/2017;RMSP;RIACHO GRANDE;Reclamação;Direção Perigosa;1
02/2017;RMSP;RIACHO GRANDE;Reclamação;Horário;7
02/2017;RMSP;RIACHO GRANDE;Reclamação;Tripulação/Funcionário;4
02/2017;RMSP;RIACHO GRANDE;Reclamação;Veículo;2
02/2017;RMSP;RIBEIRÃO PIRES;Reclamação;Atendimento;1
02/2017;RMSP;RIBEIRÃO PIRES;Reclamação;Horário;11
02/2017;RMSP;RIBEIRÃO PIRES;Reclamação;Superlotação;1
02/2017;RMSP;RIBEIRÃO PIRES;Reclamação;Transporte Irregular;1
02/2017;RMSP;RIBEIRÃO PIRES;Reclamação;Tripulação/Funcionário;2
02/2017;RMSP;RIBEIRÃO PIRES;Reclamação;Veículo;6
02/2017;RMSP;RIGRAS;Informação;Serviços;1
02/2017;RMSP;RIGRAS;Reclamação;Direção Perigosa;1
02/2017;RMSP;RIGRAS;Reclamação;Horário;1
02/2017;RMSP;RIGRAS;Reclamação;Superlotação;3
02/2017;RMSP;RIGRAS;Reclamação;Tripulação/Funcionário;1
02/2017;RMVPLN;RODOVIÁRIO SÃO JOSE;Reclamação;Horário;1
02/2017;RMSP;SÃO CAMILO;Informação;Serviços;1
02/2017;RMSP;SÃO CAMILO;Reclamação;Direção Perigosa;1
02/2017;RMSP;SÃO CAMILO;Reclamação;Horário;3
02/2017;RMSP;SÃO CAMILO;Reclamação;Inobservância de Ponto;1
02/2017;RMSP;SÃO CAMILO;Reclamação;Tarifa;1
02/2017;RMSP;SÃO CAMILO;Reclamação;Veículo;2
02/2017;RMSP;TRANS BUS;Elogio;Atendimento;1
02/2017;RMSP;TRANS BUS;Informação;Itinerário;1
02/2017;RMSP;TRANS BUS;Informação;Serviços;2
02/2017;RMSP;TRANS BUS;Reclamação;Direção Perigosa;3
02/2017;RMSP;TRANS BUS;Reclamação;Horário;1
02/2017;RMSP;TRANS BUS;Reclamação;Inobservância de Ponto;2
02/2017;RMSP;TRANS BUS;Reclamação;Itinerário;2
02/2017;RMSP;TRANS BUS;Reclamação;Serviços;1
02/2017;RMSP;TRANS BUS;Reclamação;Tarifa;1
02/2017;RMSP;TRANS BUS;Reclamação;Tripulação/Funcionário;4
02/2017;RMSP;TRANS BUS;Reclamação;Veículo;1
02/2017;RMSP;TRIÂNGULO;Reclamação;Horário;2
02/2017;RMSP;TRIÂNGULO;Reclamação;Inobservância de Ponto;2
02/2017;RMSP;TUCURUVI;Reclamação;Horário;1
02/2017;RMSP;TUCURUVI;Reclamação;Itinerário;1
02/2017;RMSP;TUCURUVI;Reclamação;Tripulação/Funcionário;2
02/2017;RMSP;UNILESTE;Elogio;Atendimento;1
02/2017;RMSP;UNILESTE;Informação;Passe Idoso;1
02/2017;RMSP;UNILESTE;Informação;Serviços;3
02/2017;RMSP;UNILESTE;Informação;Tarifa;1
02/2017;RMSP;UNILESTE;Reclamação;Atendimento;1
02/2017;RMSP;UNILESTE;Reclamação;Horário;84
02/2017;RMSP;UNILESTE;Reclamação;Inobservância de Ponto;5
02/2017;RMSP;UNILESTE;Reclamação;Itinerário;6
02/2017;RMSP;UNILESTE;Reclamação;Serviços;1
02/2017;RMSP;UNILESTE;Reclamação;Tarifa;1
02/2017;RMSP;UNILESTE;Reclamação;Terminal;1
02/2017;RMSP;UNILESTE;Reclamação;Tripulação/Funcionário;4
02/2017;RMSP;UNILESTE;Reclamação;Veículo;11
02/2017;RMSP;UNILESTE;Sugestão;Serviços;1
02/2017;RMC;VB TRANSPORTES;Reclamação;Horário;15
02/2017;RMC;VB TRANSPORTES;Reclamação;Inobservância de Ponto;2
02/2017;RMC;VB TRANSPORTES;Reclamação;Superlotação;2
02/2017;RMSP;VB TRANSPORTES;Reclamação;Veículo;1
02/2017;RMS;VIACAO PIRACEMA DE TRANSP;Informação;Serviços;1
02/2017;RMS;VIAÇÃO SÃO ROQUE;Reclamação;Horário;1
02/2017;RMS;VIAÇÃO SÃO ROQUE;Reclamação;Inobservância de Ponto;1
02/2017;RMSP;VIPE;Informação;Passe Idoso;1
02/2017;RMSP;VIPE;Reclamação;Tripulação/Funcionário;2
03/2017;RMSP;ABC;Informação;Serviços;1
03/2017;RMSP;ABC;Reclamação;Horário;1
03/2017;RMSP;ABC;Reclamação;Inobservância de Ponto;1
03/2017;RMSP;ABC;Reclamação;Tripulação/Funcionário;2
03/2017;RMSP;ABC SISTEMA-Metra;Informação;Serviços;8
03/2017;RMSP;ABC SISTEMA-Metra;Reclamação;Horário;15
03/2017;RMSP;ABC SISTEMA-Metra;Reclamação;Inobservância de Ponto;8
03/2017;RMSP;ABC SISTEMA-Metra;Reclamação;Itinerário;1
03/2017;RMSP;ABC SISTEMA-Metra;Reclamação;Mau Atendimento ao Idoso;1
03/2017;RMSP;ABC SISTEMA-Metra;Reclamação;Serviços;1
03/2017;RMSP;ABC SISTEMA-Metra;Reclamação;Superlotação;10
03/2017;RMSP;ABC SISTEMA-Metra;Reclamação;Terminal;7
03/2017;RMSP;ABC SISTEMA-Metra;Reclamação;Tripulação/Funcionário;14
03/2017;RMSP;ABC SISTEMA-Metra;Reclamação;Veículo;7
03/2017;RMSP;ABC SISTEMA-Metra;Sugestão;Terminal;1
03/2017;RMVPLN;ABC TRANSPORTES;Informação;Horário;1
03/2017;RMVPLN;ABC TRANSPORTES;Reclamação;Horário;7
03/2017;RMVPLN;ABC TRANSPORTES;Reclamação;Tarifa;2
03/2017;RMSP;ANHANGUERA;Elogio;Atendimento;2
03/2017;RMSP;ANHANGUERA;Informação;Horário;2
03/2017;RMSP;ANHANGUERA;Informação;Itinerário;2
03/2017;RMSP;ANHANGUERA;Informação;Passe Escolar;1
03/2017;RMSP;ANHANGUERA;Informação;Serviços;6
03/2017;RMSP;ANHANGUERA;Reclamação;Atendimento;3
03/2017;RMSP;ANHANGUERA;Reclamação;Direção Perigosa;5
03/2017;RMSP;ANHANGUERA;Reclamação;Horário;27
03/2017;RMSP;ANHANGUERA;Reclamação;Inobservância de Ponto;16
03/2017;RMSP;ANHANGUERA;Reclamação;Itinerário;3
03/2017;RMSP;ANHANGUERA;Reclamação;Passageiro Especial;1
03/2017;RMSP;ANHANGUERA;Reclamação;Serviços;1
03/2017;RMSP;ANHANGUERA;Reclamação;Superlotação;16
03/2017;RMSP;ANHANGUERA;Reclamação;Terminal;2
03/2017;RMSP;ANHANGUERA;Reclamação;Transporte Irregular;1
03/2017;RMSP;ANHANGUERA;Reclamação;Tripulação/Funcionário;44
03/2017;RMSP;ANHANGUERA;Reclamação;Veículo;14
03/2017;RMSP;ANHANGUERA;Sugestão;Terminal;1
03/2017;RMS;AUTO ONIBUS SAO JOAO LTDA;Informação;Horário;1
03/2017;RMS;AUTO ONIBUS SAO JOAO LTDA;Reclamação;Horário;1
03/2017;RMS;AUTO ONIBUS SAO JOAO LTDA;Reclamação;Superlotação;1
03/2017;RMC;BOA VISTA;Informação;Itinerário;3
03/2017;RMC;BOA VISTA;Informação;Serviços;8
03/2017;RMC;BOA VISTA;Reclamação;Atendimento;1
03/2017;RMC;BOA VISTA;Reclamação;Horário;34
03/2017;RMC;BOA VISTA;Reclamação;Inobservância de Ponto;5
03/2017;RMC;BOA VISTA;Reclamação;Itinerário;6
03/2017;RMC;BOA VISTA;Reclamação;Superlotação;1
03/2017;RMC;BOA VISTA;Reclamação;Tripulação/Funcionário;15
03/2017;RMC;BOA VISTA;Reclamação;Veículo;1
03/2017;RMBS;BR MOBILIDADE EMPRESAS;Informação;Carteira Passageiro Especial;1
03/2017;RMBS;BR MOBILIDADE EMPRESAS;Informação;Integração;1
03/2017;RMBS;BR MOBILIDADE EMPRESAS;Informação;Isenção de Tarifa;1
03/2017;RMBS;BR MOBILIDADE EMPRESAS;Informação;Itinerário;1
03/2017;RMBS;BR MOBILIDADE EMPRESAS;Informação;Passe Escolar;14
03/2017;RMBS;BR MOBILIDADE EMPRESAS;Informação;Passe Idoso;1
03/2017;RMBS;BR MOBILIDADE EMPRESAS;Informação;Serviços;10
03/2017;RMBS;BR MOBILIDADE EMPRESAS;Informação;Tarifa;3
03/2017;RMBS;BR MOBILIDADE EMPRESAS;Informação;Telefone;1
03/2017;RMBS;BR MOBILIDADE EMPRESAS;Informação;Vale-Transporte;3
03/2017;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Atendimento;2
03/2017;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Direção Perigosa;2
03/2017;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Horário;23
03/2017;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Inobservância de Ponto;15
03/2017;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Integração;6
03/2017;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Itinerário;6
03/2017;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Mau Atendimento ao Idoso;1
03/2017;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Passageiro Especial;1
03/2017;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Passe Escolar;5
03/2017;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Serviços;1
03/2017;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Superlotação;10
03/2017;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Tripulação/Funcionário;19
03/2017;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Veículo;4
03/2017;RMBS;BR MOBILIDADE EMPRESAS;Sugestão;Itinerário;1
03/2017;RMBS;BR MOBILIDADE EMPRESAS;Sugestão;Serviços;2
03/2017;RMBS;BR MOBILIDADE EMPRESAS;Sugestão;Veículo;1
03/2017;RMBS;BR MOBILIDADE VLT;Elogio;Atendimento;1
03/2017;RMBS;BR MOBILIDADE VLT;Informação;Serviços;4
03/2017;RMBS;BR MOBILIDADE VLT;Informação;Serviços (VLT);5
03/2017;RMBS;BR MOBILIDADE VLT;Informação;Tarifa;1
03/2017;RMBS;BR MOBILIDADE VLT;Reclamação;Horário;2
03/2017;RMBS;BR MOBILIDADE VLT;Reclamação;Serviços;3
03/2017;RMBS;BR MOBILIDADE VLT;Reclamação;Terminal;1
03/2017;RMBS;BR MOBILIDADE VLT;Reclamação;Tripulação/Funcionário;3
03/2017;RMBS;BR MOBILIDADE VLT;Reclamação;Vale-Transporte;1
03/2017;RMBS;BR MOBILIDADE VLT;Sugestão;Integração;1
03/2017;RMBS;BR MOBILIDADE VLT;Sugestão;Serviços;1
03/2017;RMBS;BR MOBILIDADE VLT;Sugestão;Terminal;2
03/2017;RMVPLN;BREDA SERVIÇOS;Reclamação;Horário;2
03/2017;RMC;CAMPESTRE;Reclamação;Veículo;1
03/2017;RMSP;CMT;Informação;Integração;7
03/2017;RMSP;CMT;Informação;Passe Escolar;24
03/2017;RMSP;CMT;Informação;Passe Idoso;2
03/2017;RMSP;CMT;Informação;Serviços;39
03/2017;RMSP;CMT;Informação;Tarifa;2
03/2017;RMSP;CMT;Informação;Telefone;1
03/2017;RMSP;CMT;Informação;Vale-Transporte;22
03/2017;RMSP;CMT;Reclamação;Integração;43
03/2017;RMSP;CMT;Reclamação;Passe Escolar;8
03/2017;RMSP;CMT;Reclamação;Tarifa;6
03/2017;RMSP;CMT;Reclamação;Tripulação/Funcionário;2
03/2017;RMSP;CMT;Reclamação;Vale-Transporte;12
03/2017;RMSP;EAOSA;Reclamação;Horário;6
03/2017;RMSP;EAOSA;Reclamação;Veículo;2
03/2017;RMC;Empresa Municipal;Informação;Serviços;1
03/2017;RMS;EMTU;Elogio;Atendimento;1
03/2017;RMSP;EMTU;Elogio;Atendimento;1
03/2017;RMSP;EMTU;Informação;Carteira Passageiro Especial;14
03/2017;RMBS;EMTU;Informação;Carteira Passageiro Especial;12
03/2017;RMC;EMTU;Informação;Carteira Passageiro Especial;1
03/2017;RMSP;EMTU;Informação;Endereço;1
03/2017;RMVPLN;EMTU;Informação;Endereço;1
03/2017;RMSP;EMTU;Informação;Greve;3
03/2017;RMBS;EMTU;Informação;Greve;1
03/2017;RMSP;EMTU;Informação;Horário;9
03/2017;RMBS;EMTU;Informação;Horário;4
03/2017;RMVPLN;EMTU;Informação;Horário;3
03/2017;RMC;EMTU;Informação;Horário;2
03/2017;RMSP;EMTU;Informação;Integração;12
03/2017;RMSP;EMTU;Informação;Itinerário;32
03/2017;RMBS;EMTU;Informação;Itinerário;4
03/2017;RMC;EMTU;Informação;Itinerário;3
03/2017;RMSP;EMTU;Informação;Passe Desempregado;5
03/2017;RMBS;EMTU;Informação;Passe Desempregado;1
03/2017;RMSP;EMTU;Informação;Passe Escolar;2006
03/2017;RMBS;EMTU;Informação;Passe Escolar;281
03/2017;RMS;EMTU;Informação;Passe Escolar;276
03/2017;RMC;EMTU;Informação;Passe Escolar;207
03/2017;RMVPLN;EMTU;Informação;Passe Escolar;6
03/2017;RMSP;EMTU;Informação;Passe Idoso;3
03/2017;RMBS;EMTU;Informação;Passe Idoso;1
03/2017;RMS;EMTU;Informação;Passe Idoso;1
03/2017;RMSP;EMTU;Informação;Serviços;81
03/2017;RMC;EMTU;Informação;Serviços;16
03/2017;RMVPLN;EMTU;Informação;Serviços;8
03/2017;RMS;EMTU;Informação;Serviços;6
03/2017;RMBS;EMTU;Informação;Serviços;4
03/2017;RMBS;EMTU;Informação;Serviços (VLT);2
03/2017;RMSP;EMTU;Informação;Tarifa;30
03/2017;RMS;EMTU;Informação;Tarifa;1
03/2017;RMBS;EMTU;Informação;Telefone;1
03/2017;RMC;EMTU;Informação;Vale-Transporte;6
03/2017;RMSP;EMTU;Informação;Vale-Transporte;2
03/2017;RMS;EMTU;Informação;Vale-Transporte;1
03/2017;RMSP;EMTU;Reclamação;Atendimento;45
03/2017;RMC;EMTU;Reclamação;Atendimento;2
03/2017;RMBS;EMTU;Reclamação;Atendimento;1
03/2017;RMVPLN;EMTU;Reclamação;Atendimento;1
03/2017;RMSP;EMTU;Reclamação;Direção Perigosa;5
03/2017;RMBS;EMTU;Reclamação;Direção Perigosa;1
03/2017;RMSP;EMTU;Reclamação;Horário;22
03/2017;RMC;EMTU;Reclamação;Horário;4
03/2017;RMBS;EMTU;Reclamação;Horário;1
03/2017;RMSP;EMTU;Reclamação;Inobservância de Ponto;2
03/2017;RMSP;EMTU;Reclamação;Itinerário;2
03/2017;RMSP;EMTU;Reclamação;Mau Atendimento ao Idoso;1
03/2017;RMSP;EMTU;Reclamação;Passageiro Especial;2
03/2017;RMBS;EMTU;Reclamação;Passageiro Especial;1
03/2017;RMSP;EMTU;Reclamação;Passe Escolar;155
03/2017;RMBS;EMTU;Reclamação;Passe Escolar;7
03/2017;RMS;EMTU;Reclamação;Passe Escolar;5
03/2017;RMC;EMTU;Reclamação;Passe Escolar;4
03/2017;RMBS;EMTU;Reclamação;Serviços;4
03/2017;RMSP;EMTU;Reclamação;Serviços;2
03/2017;RMSP;EMTU;Reclamação;Superlotação;2
03/2017;RMS;EMTU;Reclamação;Superlotação;1
03/2017;RMSP;EMTU;Reclamação;Tarifa;1
03/2017;RMC;EMTU;Reclamação;Tarifa;1
03/2017;RMSP;EMTU;Reclamação;Terminal;2
03/2017;RMVPLN;EMTU;Reclamação;Transporte Irregular;3
03/2017;RMSP;EMTU;Reclamação;Transporte Irregular;1
03/2017;RMS;EMTU;Reclamação;Transporte Irregular;1
03/2017;RMSP;EMTU;Reclamação;Tripulação/Funcionário;30
03/2017;RMC;EMTU;Reclamação;Tripulação/Funcionário;1
03/2017;RMVPLN;EMTU;Reclamação;Tripulação/Funcionário;1
03/2017;RMSP;EMTU;Reclamação;Veículo;2
03/2017;RMBS;EMTU;Reclamação;Veículo;1
03/2017;RMVPLN;EMTU;Reclamação;Veículo;1
03/2017;RMSP;EMTU;Sugestão;Atendimento;2
03/2017;RMSP;EMTU;Sugestão;Horário;11
03/2017;RMVPLN;EMTU;Sugestão;Horário;2
03/2017;RMC;EMTU;Sugestão;Horário;2
03/2017;RMS;EMTU;Sugestão;Horário;2
03/2017;RMSP;EMTU;Sugestão;Itinerário;9
03/2017;RMC;EMTU;Sugestão;Itinerário;8
03/2017;RMBS;EMTU;Sugestão;Itinerário;1
03/2017;RMS;EMTU;Sugestão;Itinerário;1
03/2017;RMSP;EMTU;Sugestão;Passe Escolar;2
03/2017;RMBS;EMTU;Sugestão;Serviços;2
03/2017;RMC;EMTU;Sugestão;Tarifa;1
03/2017;RMSP;EUSA;Informação;Serviços;1
03/2017;RMSP;EUSA;Reclamação;Horário;1
03/2017;RMSP;EUSA;Reclamação;Tripulação/Funcionário;1
03/2017;RMSP;EXPRESSO SBC;Reclamação;Mau Atendimento ao Idoso;1
03/2017;RMSP;EXPRESSO SBC;Reclamação;Tripulação/Funcionário;1
03/2017;RMSP;fretamento (todas);Reclamação;Direção Perigosa;2
03/2017;RMVPLN;fretamento (todas);Reclamação;Transporte Irregular;1
03/2017;RMSP;fretamento (todas);Reclamação;Tripulação/Funcionário;4
03/2017;RMSP;IMIGRANTES;Reclamação;Horário;2
03/2017;RMSP;IMIGRANTES;Reclamação;Serviços;1
03/2017;RMSP;IMIGRANTES;Reclamação;Tripulação/Funcionário;2
03/2017;RMSP;IMIGRANTES;Reclamação;Veículo;4
03/2017;RMSP;INTERNORTE;Elogio;Atendimento;3
03/2017;RMSP;INTERNORTE;Informação;Itinerário;4
03/2017;RMSP;INTERNORTE;Informação;Passe Escolar;1
03/2017;RMSP;INTERNORTE;Informação;Passe Idoso;1
03/2017;RMSP;INTERNORTE;Informação;Serviços;13
03/2017;RMSP;INTERNORTE;Informação;Telefone;1
03/2017;RMSP;INTERNORTE;Reclamação;Atendimento;3
03/2017;RMSP;INTERNORTE;Reclamação;Direção Perigosa;9
03/2017;RMSP;INTERNORTE;Reclamação;Horário;60
03/2017;RMSP;INTERNORTE;Reclamação;Inobservância de Ponto;32
03/2017;RMSP;INTERNORTE;Reclamação;Itinerário;9
03/2017;RMSP;INTERNORTE;Reclamação;Mau Atendimento ao Idoso;1
03/2017;RMSP;INTERNORTE;Reclamação;Passageiro Especial;1
03/2017;RMSP;INTERNORTE;Reclamação;Serviços;1
03/2017;RMSP;INTERNORTE;Reclamação;Superlotação;9
03/2017;RMSP;INTERNORTE;Reclamação;Terminal;3
03/2017;RMSP;INTERNORTE;Reclamação;Tripulação/Funcionário;40
03/2017;RMSP;INTERNORTE;Reclamação;Veículo;5
03/2017;RMSP;INTERNORTE;Sugestão;Itinerário;1
03/2017;RMSP;INTERNORTE;Sugestão;Terminal;1
03/2017;RMSP;INTERVIAS;Elogio;Atendimento;1
03/2017;RMSP;INTERVIAS;Informação;Horário;2
03/2017;RMSP;INTERVIAS;Informação;Itinerário;1
03/2017;RMSP;INTERVIAS;Informação;Serviços;9
03/2017;RMSP;INTERVIAS;Reclamação;Atendimento;1
03/2017;RMSP;INTERVIAS;Reclamação;Direção Perigosa;10
